Record_ID,Date,Time,Road_ID,Area,Vehicle_Count,Car_Count,Bus_Count,Bike_Count,Truck_Count,Avg_Speed_kmph,Congestion_Level,Signal_Wait_Time_sec,Accident_Count,Weather
1757,2024-10-07,17:00,Green Park Rd,South Zone,1070,588,90,290,102,42.3,High,49,0,Cloudy
2399,2024-10-07,18:00,Outer Ring Road,West Zone,1136,571,84,301,180,36.7,High,79,0,Sunny
2157,2024-10-07,20:00,IT Corridor,South Zone,1541,927,172,362,80,20.4,High,84,0,Rainy
732,2024-10-08,06:00,Airport Road,West Zone,494,293,47,139,15,57.3,High,46,0,Cloudy
862,2024-10-08,07:00,Station Road,North Zone,1005,521,107,281,96,38.1,High,44,0,Cloudy
1120,2024-10-08,09:00,Airport Road,East Zone,1088,535,92,297,164,35.7,High,61,0,Sunny
2014,2024-10-08,10:00,Green Park Rd,East Zone,1890,883,214,540,253,15.7,High,79,0,Rainy
3916,2024-10-08,13:00,NH-44,West Zone,971,597,92,234,48,43.0,High,52,0,Cloudy
1946,2024-10-08,14:00,Lake View Road,East Zone,763,417,83,156,107,52.4,High,59,0,Cloudy
1378,2024-10-08,14:00,Station Road,West Zone,659,345,62,128,124,51.9,Medium,49,0,Rainy
2132,2024-10-08,16:00,Outer Ring Road,Downtown,1003,488,111,268,136,41.1,High,72,0,Sunny
2505,2024-10-08,16:00,Market Road,North Zone,680,363,64,142,111,50.9,Medium,44,0,Cloudy
1460,2024-10-08,16:00,Station Road,South Zone,752,373,60,209,110,55.5,Medium,37,0,Sunny
939,2024-10-08,17:00,IT Corridor,West Zone,1211,579,137,244,251,42.4,High,57,0,Cloudy
3580,2024-10-08,23:00,MG Road,Downtown,897,534,96,192,75,43.4,High,72,0,Sunny
176,2024-10-09,07:00,MG Road,East Zone,1403,803,136,353,111,37.7,High,61,0,Sunny
737,2024-10-09,07:00,MG Road,North Zone,875,400,68,236,171,48.0,Medium,49,0,Cloudy
2992,2024-10-09,10:00,MG Road,Downtown,2438,1384,210,504,340,12.0,High,79,0,Rainy
1122,2024-10-09,12:00,Ring Road,Downtown,1318,730,118,375,95,31.2,High,65,0,Sunny
133,2024-10-09,14:00,NH-44,North Zone,911,441,93,211,166,38.1,High,58,0,Rainy
612,2024-10-09,15:00,Ring Road,North Zone,716,376,79,190,71,47.6,High,60,0,Sunny
3025,2024-10-09,16:00,NH-44,East Zone,1017,511,76,192,238,35.8,High,73,0,Cloudy
3834,2024-10-09,17:00,Station Road,Downtown,1970,997,154,416,403,14.5,High,88,0,Sunny
317,2024-10-09,19:00,Green Park Rd,East Zone,1190,592,116,349,133,27.6,High,88,0,Rainy
2654,2024-10-09,19:00,IT Corridor,South Zone,1060,466,102,288,204,39.9,High,79,0,Rainy
3234,2024-10-09,19:00,Ring Road,South Zone,1298,585,104,327,282,45.3,High,60,0,Sunny
3133,2024-10-10,00:00,Outer Ring Road,North Zone,617,354,70,143,50,48.0,High,72,0,Sunny
574,2024-10-10,03:00,Station Road,Downtown,779,353,84,225,117,48.1,High,33,0,Rainy
1996,2024-10-10,07:00,Green Park Rd,South Zone,998,484,115,225,174,35.2,High,61,0,Sunny
3360,2024-10-10,14:00,Market Road,Downtown,939,412,90,226,211,41.9,High,59,0,Cloudy
2956,2024-10-10,16:00,Ring Road,West Zone,924,511,100,229,84,43.2,High,51,0,Rainy
1616,2024-10-10,17:00,MG Road,Downtown,892,516,82,252,42,34.1,High,76,0,Foggy
2535,2024-10-10,17:00,Green Park Rd,South Zone,689,364,60,152,113,54.6,Medium,48,0,Sunny
164,2024-10-10,17:00,Market Road,South Zone,1252,632,92,329,199,39.2,High,76,1,Cloudy
158,2024-10-10,18:00,Market Road,South Zone,824,403,90,171,160,53.1,Medium,56,0,Sunny
323,2024-10-10,18:00,Market Road,South Zone,561,290,67,135,69,53.5,High,53,0,Sunny
3486,2024-10-10,18:00,Lake View Road,West Zone,1726,970,174,365,217,15.6,High,78,1,Rainy
1732,2024-10-11,00:00,Lake View Road,North Zone,487,234,47,130,76,50.0,High,60,0,Sunny
519,2024-10-11,08:00,Lake View Road,Downtown,1321,579,146,263,333,36.4,High,80,0,Sunny
1199,2024-10-11,08:00,MG Road,Downtown,1691,915,187,358,231,21.2,High,87,0,Cloudy
810,2024-10-11,08:00,Market Road,West Zone,976,479,70,246,181,38.4,High,77,0,Sunny
1290,2024-10-11,09:00,Airport Road,East Zone,1257,690,111,331,125,27.4,High,69,0,Foggy
2649,2024-10-11,10:00,Market Road,West Zone,1150,544,114,292,200,41.4,High,72,0,Sunny
3978,2024-10-11,12:00,IT Corridor,North Zone,800,435,91,238,36,43.9,High,53,0,Sunny
3440,2024-10-11,12:00,NH-44,South Zone,731,408,65,152,106,49.7,High,62,0,Rainy
1727,2024-10-11,14:00,Outer Ring Road,North Zone,815,409,94,213,99,41.0,High,55,0,Rainy
2015,2024-10-11,14:00,Ring Road,North Zone,441,255,43,106,37,59.7,Medium,53,0,Sunny
1714,2024-10-11,15:00,IT Corridor,East Zone,982,455,116,268,143,43.4,High,70,0,Sunny
3324,2024-10-11,16:00,Green Park Rd,North Zone,567,272,51,164,80,49.5,Medium,38,0,Sunny
1225,2024-10-11,16:00,NH-44,South Zone,669,334,67,159,109,44.8,High,61,0,Rainy
469,2024-10-11,20:00,NH-44,Downtown,1503,828,118,327,230,18.6,High,78,0,Rainy
2036,2024-10-11,23:00,IT Corridor,East Zone,540,248,42,110,140,52.9,High,53,0,Sunny
797,2024-10-12,07:00,Green Park Rd,West Zone,1749,1061,129,507,52,21.0,High,70,0,Cloudy
2342,2024-10-12,08:00,IT Corridor,West Zone,1060,480,78,270,232,40.6,High,63,0,Foggy
1227,2024-10-12,09:00,Ring Road,West Zone,1709,1025,151,314,219,20.6,High,84,0,Cloudy
718,2024-10-12,10:00,Market Road,Downtown,1940,1111,177,463,189,12.7,High,82,0,Sunny
3146,2024-10-12,12:00,Ring Road,East Zone,1022,522,93,205,202,37.6,High,63,0,Rainy
3047,2024-10-12,14:00,Green Park Rd,North Zone,754,430,78,146,100,46.3,High,61,0,Sunny
2309,2024-10-12,14:00,Outer Ring Road,West Zone,753,393,82,193,85,49.9,Medium,56,0,Cloudy
1043,2024-10-12,15:00,Market Road,East Zone,790,449,91,179,71,51.7,Medium,38,0,Sunny
321,2024-10-12,16:00,IT Corridor,North Zone,728,356,54,162,156,51.8,Medium,39,0,Cloudy
3573,2024-10-12,18:00,Outer Ring Road,East Zone,1427,867,112,406,42,31.6,High,74,0,Cloudy
561,2024-10-12,18:00,Outer Ring Road,North Zone,575,326,66,148,35,51.3,High,48,0,Sunny
169,2024-10-12,19:00,Station Road,North Zone,1068,626,109,303,30,40.4,High,43,0,Sunny
1153,2024-10-13,03:00,Market Road,West Zone,994,513,99,279,103,36.4,High,58,0,Rainy
2436,2024-10-13,11:00,Green Park Rd,North Zone,663,307,73,152,131,55.3,High,54,0,Sunny
1358,2024-10-13,13:00,Airport Road,East Zone,475,243,56,89,87,61.4,Medium,61,0,Sunny
3554,2024-10-13,14:00,Lake View Road,South Zone,513,268,43,100,102,47.3,High,52,0,Foggy
2316,2024-10-13,15:00,Market Road,East Zone,870,389,68,168,245,50.4,High,54,0,Cloudy
2078,2024-10-13,16:00,Green Park Rd,Downtown,855,369,64,163,259,45.5,High,77,0,Sunny
1977,2024-10-13,22:00,Ring Road,North Zone,770,376,63,190,141,41.6,High,45,0,Foggy
1251,2024-10-14,06:00,Ring Road,North Zone,782,437,92,180,73,45.0,High,66,0,Cloudy
2270,2024-10-14,08:00,Lake View Road,South Zone,755,331,88,178,158,53.6,Medium,44,0,Sunny
2605,2024-10-14,10:00,Ring Road,North Zone,1246,562,115,306,263,36.4,High,81,0,Cloudy
1061,2024-10-14,12:00,Green Park Rd,North Zone,546,295,44,154,53,52.5,Medium,38,0,Sunny
2419,2024-10-14,12:00,IT Corridor,North Zone,729,385,65,190,89,52.1,High,45,0,Sunny
2604,2024-10-14,14:00,MG Road,South Zone,720,372,75,182,91,49.6,Medium,56,0,Cloudy
763,2024-10-14,14:00,IT Corridor,West Zone,936,512,108,277,39,40.7,High,67,0,Sunny
3886,2024-10-14,15:00,IT Corridor,Downtown,686,353,61,175,97,53.9,Medium,47,0,Sunny
2620,2024-10-14,16:00,MG Road,Downtown,831,495,93,192,51,43.9,High,58,0,Cloudy
2346,2024-10-14,16:00,NH-44,North Zone,545,331,48,150,16,58.6,High,42,0,Sunny
1456,2024-10-14,17:00,MG Road,West Zone,1386,693,109,387,197,21.9,High,79,0,Rainy
1892,2024-10-14,18:00,Ring Road,South Zone,1142,609,85,341,107,42.1,High,57,1,Sunny
393,2024-10-14,18:00,Green Park Rd,West Zone,2543,1201,303,646,393,12.0,High,76,0,Rainy
1735,2024-10-14,19:00,Airport Road,Downtown,1923,1013,197,403,310,12.0,High,77,0,Foggy
3371,2024-10-14,19:00,NH-44,Downtown,1724,758,192,416,358,28.5,High,72,0,Sunny
1274,2024-10-14,19:00,Market Road,South Zone,1410,793,152,285,180,35.8,High,68,0,Cloudy
364,2024-10-14,19:00,Green Park Rd,West Zone,974,448,72,242,212,39.2,High,68,0,Sunny
1245,2024-10-14,23:00,IT Corridor,East Zone,559,282,42,142,93,51.8,High,50,0,Rainy
106,2024-10-15,10:00,Station Road,West Zone,1425,638,144,362,281,33.0,High,68,0,Sunny
2402,2024-10-15,13:00,Market Road,North Zone,868,375,87,166,240,35.8,High,68,0,Rainy
3071,2024-10-15,14:00,IT Corridor,North Zone,899,506,67,220,106,40.0,High,63,0,Rainy
1398,2024-10-15,15:00,MG Road,South Zone,630,387,56,124,63,44.2,High,85,0,Cloudy
2075,2024-10-15,17:00,IT Corridor,Downtown,1002,557,111,286,48,40.6,High,68,0,Sunny
724,2024-10-15,17:00,Outer Ring Road,East Zone,1055,494,86,217,258,30.3,High,59,0,Cloudy
1831,2024-10-15,18:00,Station Road,North Zone,1383,629,112,254,388,30.6,High,66,0,Sunny
945,2024-10-15,19:00,Station Road,Downtown,1822,943,191,492,196,15.8,High,79,0,Sunny
1083,2024-10-15,19:00,Green Park Rd,East Zone,1469,758,139,424,148,27.3,High,82,0,Sunny
1633,2024-10-15,19:00,Market Road,West Zone,1749,1046,170,386,147,16.9,High,80,0,Cloudy
301,2024-10-15,20:00,Lake View Road,East Zone,1266,705,90,343,128,38.7,High,66,0,Sunny
1088,2024-10-15,20:00,Outer Ring Road,South Zone,1124,533,110,326,155,43.9,High,56,0,Cloudy
1810,2024-10-15,21:00,NH-44,South Zone,643,279,48,178,138,42.7,Medium,57,0,Foggy
2899,2024-10-15,21:00,Ring Road,South Zone,631,349,56,137,89,47.3,High,60,0,Sunny
480,2024-10-15,22:00,Ring Road,South Zone,354,153,38,68,95,49.8,Medium,43,0,Foggy
3634,2024-10-16,05:00,Green Park Rd,West Zone,712,385,64,156,107,36.4,High,76,0,Cloudy
490,2024-10-16,08:00,Green Park Rd,East Zone,1103,535,78,262,228,44.1,High,72,0,Sunny
2060,2024-10-16,09:00,IT Corridor,North Zone,1313,622,126,383,182,31.1,High,74,0,Cloudy
2538,2024-10-16,09:00,Station Road,North Zone,1360,648,159,361,192,34.8,High,70,0,Sunny
3387,2024-10-16,12:00,Green Park Rd,North Zone,741,374,55,176,136,42.9,High,63,0,Rainy
3607,2024-10-16,13:00,Station Road,West Zone,1125,619,106,303,97,39.9,High,74,0,Rainy
3616,2024-10-16,18:00,Outer Ring Road,South Zone,1240,676,90,321,153,31.1,High,70,0,Rainy
450,2024-10-16,18:00,IT Corridor,West Zone,1592,688,131,357,416,26.2,High,79,0,Sunny
3680,2024-10-16,22:00,Outer Ring Road,Downtown,806,454,69,147,136,41.4,High,60,1,Sunny
2166,2024-10-16,22:00,IT Corridor,South Zone,726,362,85,156,123,45.8,High,52,0,Cloudy
1420,2024-10-17,01:00,IT Corridor,East Zone,720,418,67,177,58,51.8,High,46,0,Sunny
2380,2024-10-17,08:00,Lake View Road,East Zone,1529,846,151,457,75,22.1,High,82,0,Cloudy
1270,2024-10-17,08:00,Station Road,North Zone,1288,767,143,340,38,43.3,High,47,0,Sunny
1177,2024-10-17,08:00,Ring Road,West Zone,717,442,55,140,80,45.5,High,58,0,Sunny
2253,2024-10-17,10:00,Airport Road,East Zone,1046,463,76,237,270,48.0,High,64,0,Sunny
1044,2024-10-17,12:00,IT Corridor,South Zone,739,320,71,146,202,52.0,High,36,0,Cloudy
3242,2024-10-17,13:00,Market Road,North Zone,775,424,68,149,134,39.2,High,50,0,Rainy
2123,2024-10-17,15:00,Station Road,Downtown,782,375,67,217,123,43.9,High,73,0,Foggy
2173,2024-10-17,16:00,Green Park Rd,South Zone,780,424,85,226,45,45.8,High,61,0,Sunny
2307,2024-10-17,21:00,IT Corridor,West Zone,983,452,114,272,145,37.7,High,70,0,Foggy
2352,2024-10-18,08:00,IT Corridor,East Zone,1127,670,115,281,61,37.8,High,68,0,Cloudy
1119,2024-10-18,08:00,Outer Ring Road,North Zone,1136,517,80,320,219,30.3,High,80,0,Foggy
628,2024-10-18,08:00,Airport Road,South Zone,1542,915,168,306,153,24.3,High,73,0,Rainy
3778,2024-10-18,11:00,NH-44,East Zone,692,387,55,201,49,53.0,Medium,60,1,Cloudy
2158,2024-10-18,15:00,Ring Road,West Zone,890,457,83,179,171,49.5,High,79,0,Sunny
876,2024-10-18,19:00,MG Road,South Zone,1262,598,140,258,266,33.3,High,67,0,Sunny
2585,2024-10-18,20:00,Station Road,Downtown,1846,822,173,421,430,23.7,High,79,0,Cloudy
1377,2024-10-18,20:00,NH-44,East Zone,2174,1222,163,472,317,14.8,High,82,0,Rainy
3587,2024-10-18,20:00,Outer Ring Road,South Zone,1254,692,140,350,72,39.5,High,57,0,Sunny
1148,2024-10-19,02:00,Airport Road,West Zone,861,381,84,174,222,38.1,High,78,0,Sunny
1527,2024-10-19,03:00,Green Park Rd,East Zone,731,359,70,145,157,51.7,High,54,0,Sunny
2722,2024-10-19,07:00,Airport Road,Downtown,1679,989,120,409,161,12.7,High,78,0,Rainy
1916,2024-10-19,07:00,Outer Ring Road,North Zone,968,452,72,213,231,39.8,High,42,0,Sunny
2243,2024-10-19,09:00,NH-44,East Zone,1260,682,106,232,240,34.4,High,71,0,Cloudy
1955,2024-10-19,10:00,Green Park Rd,North Zone,1266,660,150,331,125,39.3,High,66,0,Sunny
2221,2024-10-19,11:00,NH-44,North Zone,868,402,102,208,156,44.2,High,62,0,Sunny
2142,2024-10-19,11:00,MG Road,South Zone,516,288,38,113,77,52.3,Medium,51,0,Foggy
1484,2024-10-19,12:00,Station Road,South Zone,395,199,36,107,53,45.9,Medium,47,1,Foggy
119,2024-10-19,15:00,Station Road,Downtown,1429,811,116,397,105,35.5,High,71,0,Sunny
1535,2024-10-19,16:00,Station Road,South Zone,560,291,45,146,78,54.1,Medium,43,0,Cloudy
999,2024-10-19,16:00,Lake View Road,West Zone,1068,598,109,310,51,37.8,High,64,0,Sunny
2012,2024-10-19,17:00,Airport Road,East Zone,1380,657,138,271,314,31.3,High,78,0,Sunny
1338,2024-10-19,17:00,Station Road,West Zone,878,516,81,164,117,46.1,Medium,59,0,Sunny
1302,2024-10-19,21:00,Ring Road,South Zone,645,377,54,138,76,57.9,Medium,45,0,Cloudy
3745,2024-10-19,22:00,Ring Road,West Zone,624,345,62,164,53,57.1,Medium,45,0,Sunny
3696,2024-10-20,04:00,Station Road,Downtown,1291,691,93,344,163,29.8,High,73,1,Rainy
2042,2024-10-20,07:00,Airport Road,Downtown,2503,1330,284,737,152,12.0,High,73,0,Rainy
793,2024-10-20,09:00,Outer Ring Road,West Zone,1218,552,99,356,211,32.0,High,71,0,Cloudy
1183,2024-10-20,11:00,Lake View Road,North Zone,748,433,61,222,32,51.0,High,42,0,Sunny
3089,2024-10-20,11:00,Airport Road,South Zone,640,302,47,137,154,50.7,High,52,0,Sunny
904,2024-10-20,13:00,Market Road,South Zone,755,374,68,181,132,49.2,High,50,0,Cloudy
3549,2024-10-20,13:00,Green Park Rd,West Zone,502,233,36,91,142,48.1,Medium,55,0,Sunny
2931,2024-10-20,17:00,Lake View Road,Downtown,1551,735,169,288,359,19.9,High,84,0,Rainy
3932,2024-10-20,17:00,Lake View Road,West Zone,1220,618,141,313,148,41.5,High,67,0,Cloudy
3401,2024-10-20,19:00,Market Road,Downtown,1917,938,146,483,350,19.6,High,76,0,Sunny
3359,2024-10-20,19:00,Ring Road,South Zone,756,358,87,154,157,51.5,Medium,59,0,Sunny
21,2024-10-20,21:00,Lake View Road,West Zone,845,510,79,213,43,43.1,High,50,0,Cloudy
227,2024-10-20,22:00,Station Road,Downtown,1565,918,174,378,95,23.6,High,61,0,Rainy
1099,2024-10-20,23:00,MG Road,South Zone,328,194,30,90,14,53.4,Medium,50,0,Cloudy
3644,2024-10-21,03:00,Market Road,East Zone,1011,604,90,192,125,44.3,High,61,0,Sunny
1933,2024-10-21,03:00,IT Corridor,South Zone,423,228,30,85,80,61.3,Medium,39,0,Sunny
2825,2024-10-21,04:00,IT Corridor,East Zone,588,320,61,165,42,52.7,Medium,43,0,Cloudy
1058,2024-10-21,07:00,Market Road,North Zone,1204,641,115,248,200,37.0,High,71,0,Sunny
1387,2024-10-21,08:00,Airport Road,Downtown,1540,933,148,410,49,26.7,High,87,0,Sunny
1673,2024-10-21,11:00,MG Road,East Zone,848,398,88,184,178,47.9,High,63,0,Sunny
1538,2024-10-21,12:00,Station Road,South Zone,542,330,40,155,17,52.9,High,58,0,Sunny
3635,2024-10-21,15:00,NH-44,South Zone,436,202,46,97,91,53.6,Medium,43,0,Cloudy
200,2024-10-21,16:00,Outer Ring Road,South Zone,623,353,71,181,18,52.8,High,49,0,Sunny
2670,2024-10-21,17:00,Lake View Road,East Zone,1503,759,145,345,254,31.7,High,73,0,Cloudy
3256,2024-10-21,21:00,Outer Ring Road,North Zone,437,215,33,111,78,50.6,Medium,43,1,Foggy
1382,2024-10-22,01:00,Lake View Road,South Zone,549,257,61,142,89,49.3,High,44,0,Sunny
3344,2024-10-22,07:00,NH-44,East Zone,1635,735,164,432,304,30.5,High,68,0,Sunny
1056,2024-10-22,11:00,Green Park Rd,South Zone,893,505,67,204,117,39.7,High,55,0,Rainy
1411,2024-10-22,18:00,Green Park Rd,East Zone,1331,664,159,242,266,34.6,High,64,0,Sunny
81,2024-10-22,20:00,IT Corridor,West Zone,668,410,68,171,19,36.8,High,67,0,Foggy
1156,2024-10-22,22:00,Green Park Rd,Downtown,983,521,109,245,108,44.3,High,81,0,Cloudy
1032,2024-10-22,22:00,Green Park Rd,North Zone,754,407,81,184,82,47.9,Medium,61,0,Cloudy
1872,2024-10-23,07:00,Outer Ring Road,South Zone,882,488,89,221,84,48.8,High,48,0,Sunny
2976,2024-10-23,09:00,IT Corridor,East Zone,1168,637,108,349,74,40.8,High,77,0,Sunny
2831,2024-10-23,09:00,Lake View Road,South Zone,890,409,75,216,190,47.2,High,67,0,Sunny
1157,2024-10-23,15:00,Green Park Rd,South Zone,455,228,36,82,109,55.5,Medium,55,0,Sunny
2194,2024-10-24,08:00,MG Road,North Zone,1395,773,99,316,207,33.7,High,83,0,Sunny
3746,2024-10-24,08:00,Station Road,South Zone,1367,835,103,256,173,36.5,High,66,0,Sunny
256,2024-10-24,17:00,Airport Road,Downtown,2001,1112,146,420,323,17.6,High,69,0,Cloudy
3563,2024-10-24,19:00,NH-44,South Zone,887,484,88,238,77,45.1,High,62,0,Sunny
1951,2024-10-24,23:00,Station Road,South Zone,539,248,54,142,95,43.0,High,56,0,Rainy
3984,2024-10-25,06:00,Outer Ring Road,Downtown,1284,762,109,258,155,29.5,High,81,0,Rainy
1121,2024-10-25,15:00,Lake View Road,Downtown,774,342,73,199,160,36.4,High,64,0,Foggy
371,2024-10-25,15:00,Outer Ring Road,South Zone,875,403,62,206,204,44.4,High,47,0,Sunny
2032,2024-10-25,21:00,NH-44,North Zone,938,506,81,206,145,45.7,High,43,0,Rainy
916,2024-10-26,07:00,IT Corridor,Downtown,1573,787,184,308,294,25.0,High,66,0,Sunny
2313,2024-10-26,08:00,Airport Road,East Zone,1522,774,150,384,214,21.9,High,81,0,Rainy
3463,2024-10-26,11:00,NH-44,West Zone,620,349,74,157,40,42.6,High,57,0,Sunny
982,2024-10-26,15:00,Outer Ring Road,South Zone,440,213,38,84,105,58.0,Medium,52,0,Cloudy
2143,2024-10-26,16:00,Airport Road,Downtown,930,526,101,214,89,50.7,High,52,0,Sunny
1894,2024-10-26,19:00,Ring Road,West Zone,825,492,89,159,85,45.1,High,72,0,Sunny
2296,2024-10-26,22:00,IT Corridor,North Zone,1061,583,81,305,92,30.4,High,62,0,Rainy
1620,2024-10-27,05:00,NH-44,North Zone,721,366,82,136,137,50.2,Medium,55,0,Cloudy
1808,2024-10-27,07:00,Station Road,South Zone,1059,583,120,245,111,40.5,High,87,0,Sunny
3897,2024-10-27,08:00,Outer Ring Road,East Zone,1450,843,155,351,101,20.0,High,74,0,Rainy
3294,2024-10-27,08:00,Ring Road,West Zone,1271,621,117,307,226,22.5,High,68,1,Foggy
94,2024-10-27,09:00,MG Road,Downtown,849,378,68,156,247,43.3,High,57,0,Foggy
1481,2024-10-27,09:00,Market Road,South Zone,836,482,63,234,57,43.5,High,56,0,Sunny
626,2024-10-27,10:00,Airport Road,East Zone,1213,668,135,334,76,39.4,High,79,0,Cloudy
1975,2024-10-27,10:00,Ring Road,North Zone,849,465,94,228,62,33.5,High,74,0,Foggy
2859,2024-10-27,10:00,NH-44,South Zone,1483,917,158,290,118,33.9,High,93,0,Sunny
2780,2024-10-27,11:00,Station Road,Downtown,899,541,88,217,53,45.9,High,60,0,Foggy
1880,2024-10-27,13:00,IT Corridor,West Zone,821,436,59,204,122,52.1,Medium,46,0,Sunny
3351,2024-10-27,14:00,Market Road,North Zone,617,320,63,179,55,52.0,Medium,51,0,Sunny
3192,2024-10-27,14:00,Station Road,West Zone,802,468,64,205,65,49.3,Medium,60,0,Sunny
2046,2024-10-27,16:00,Station Road,North Zone,538,253,45,112,128,48.9,High,52,0,Rainy
860,2024-10-27,16:00,Market Road,South Zone,549,268,52,118,111,49.1,High,44,0,Sunny
2074,2024-10-28,01:00,NH-44,North Zone,792,447,73,143,129,51.1,High,46,0,Cloudy
3010,2024-10-28,07:00,Green Park Rd,Downtown,1432,638,125,356,313,37.1,High,70,0,Sunny
2691,2024-10-28,08:00,Green Park Rd,North Zone,1069,528,92,239,210,45.7,High,60,0,Sunny
1135,2024-10-28,08:00,Market Road,North Zone,1457,628,156,407,266,28.1,High,87,0,Sunny
3250,2024-10-28,08:00,IT Corridor,West Zone,1188,611,86,266,225,35.9,High,89,0,Sunny
3938,2024-10-28,09:00,Ring Road,North Zone,947,471,82,240,154,48.3,High,73,0,Cloudy
3096,2024-10-28,12:00,Station Road,North Zone,737,371,53,198,115,47.4,High,69,0,Cloudy
2264,2024-10-28,14:00,Ring Road,Downtown,562,248,50,117,147,45.2,High,73,0,Foggy
1540,2024-10-28,15:00,Lake View Road,North Zone,716,430,81,184,21,45.3,High,53,0,Sunny
2634,2024-10-28,15:00,MG Road,South Zone,632,380,69,164,19,52.2,Medium,61,0,Sunny
1508,2024-10-28,17:00,Airport Road,North Zone,1041,611,99,288,43,38.3,High,60,0,Foggy
2149,2024-10-28,18:00,Market Road,East Zone,931,504,97,215,115,40.8,High,58,0,Foggy
1276,2024-10-28,18:00,IT Corridor,North Zone,977,432,116,250,179,46.3,High,61,0,Sunny
2811,2024-10-28,19:00,Market Road,Downtown,1879,909,213,386,371,13.0,High,63,0,Rainy
1161,2024-10-28,20:00,MG Road,East Zone,1143,588,105,309,141,40.0,High,82,0,Sunny
522,2024-10-28,20:00,Airport Road,West Zone,1232,553,111,337,231,39.0,High,64,0,Sunny
342,2024-10-28,21:00,Ring Road,Downtown,1097,567,84,227,219,38.8,High,71,0,Cloudy
3800,2024-10-29,06:00,Market Road,South Zone,585,301,50,133,101,60.3,Medium,49,0,Sunny
3576,2024-10-29,06:00,Airport Road,West Zone,438,250,49,120,19,45.6,High,51,0,Rainy
1976,2024-10-29,06:00,Station Road,West Zone,936,492,99,250,95,41.5,High,65,0,Cloudy
3088,2024-10-29,07:00,IT Corridor,South Zone,1112,554,109,269,180,39.4,High,73,0,Sunny
2069,2024-10-29,08:00,Ring Road,Downtown,1595,881,190,419,105,26.5,High,73,0,Sunny
1101,2024-10-29,11:00,MG Road,East Zone,300,157,22,67,54,55.0,Medium,40,0,Rainy
1436,2024-10-29,11:00,IT Corridor,West Zone,775,408,86,226,55,50.4,High,54,0,Cloudy
715,2024-10-29,13:00,Outer Ring Road,West Zone,864,396,78,196,194,53.1,High,53,0,Sunny
2317,2024-10-29,14:00,Lake View Road,West Zone,627,306,45,123,153,45.3,Medium,50,0,Cloudy
663,2024-10-29,15:00,Lake View Road,Downtown,847,482,90,155,120,34.4,High,60,0,Foggy
783,2024-10-29,15:00,Airport Road,East Zone,765,426,67,143,129,46.5,High,55,0,Cloudy
2777,2024-10-29,15:00,Lake View Road,South Zone,726,375,52,145,154,52.5,High,58,1,Sunny
3753,2024-10-29,15:00,Outer Ring Road,South Zone,477,262,56,93,66,46.6,Medium,44,0,Foggy
1133,2024-10-29,16:00,Lake View Road,South Zone,555,245,41,107,162,53.9,Medium,47,0,Sunny
1746,2024-10-29,18:00,Station Road,North Zone,1214,691,95,251,177,38.6,High,58,1,Sunny
1294,2024-10-29,20:00,Green Park Rd,North Zone,1252,692,110,351,99,34.7,High,70,0,Sunny
884,2024-10-29,21:00,IT Corridor,Downtown,919,478,78,172,191,42.1,High,70,0,Rainy
2154,2024-10-29,22:00,Green Park Rd,North Zone,616,367,52,165,32,49.5,High,42,0,Cloudy
303,2024-10-30,00:00,Market Road,Downtown,767,382,76,215,94,49.1,Medium,44,0,Sunny
2081,2024-10-30,05:00,IT Corridor,Downtown,960,440,68,190,262,36.7,High,57,0,Sunny
325,2024-10-30,05:00,Station Road,South Zone,571,268,59,169,75,44.3,Medium,53,0,Foggy
1643,2024-10-30,07:00,Lake View Road,West Zone,1677,919,190,429,139,14.8,High,66,0,Rainy
3748,2024-10-30,08:00,NH-44,North Zone,938,545,109,174,110,44.2,High,68,0,Sunny
76,2024-10-30,10:00,MG Road,South Zone,751,346,79,202,124,51.5,High,52,0,Rainy
3513,2024-10-30,12:00,Station Road,Downtown,979,509,78,213,179,45.1,High,68,0,Sunny
3182,2024-10-30,14:00,Green Park Rd,Downtown,843,470,60,169,144,40.8,High,53,0,Foggy
274,2024-10-30,16:00,Outer Ring Road,Downtown,790,489,65,161,75,36.6,High,68,0,Foggy
2141,2024-10-30,18:00,MG Road,East Zone,1267,547,137,320,263,37.7,High,70,0,Cloudy
2134,2024-10-30,19:00,Station Road,Downtown,1727,862,189,344,332,25.5,High,75,0,Sunny
265,2024-10-30,21:00,Green Park Rd,North Zone,749,335,81,159,174,51.8,High,51,0,Sunny
1911,2024-10-31,00:00,Lake View Road,South Zone,704,341,73,140,150,44.1,High,70,0,Rainy
676,2024-10-31,06:00,Lake View Road,East Zone,859,387,98,230,144,52.7,High,73,0,Sunny
1023,2024-10-31,07:00,IT Corridor,South Zone,1000,440,115,247,198,40.4,High,76,0,Sunny
1531,2024-10-31,10:00,NH-44,Downtown,869,511,64,230,64,48.2,High,76,0,Cloudy
2121,2024-10-31,10:00,Airport Road,North Zone,1001,439,118,231,213,41.0,High,74,0,Sunny
3268,2024-10-31,11:00,MG Road,South Zone,435,257,43,122,13,51.7,Medium,38,0,Foggy
406,2024-10-31,14:00,NH-44,North Zone,715,353,78,151,133,49.4,Medium,60,0,Cloudy
2752,2024-10-31,17:00,NH-44,South Zone,1054,557,95,296,106,39.3,High,73,0,Cloudy
